,message
11892,"網訊如何保護品牌與客戶資料安全？
"
11894,"你們怎麼確保我們的資訊安全
"
11896,"我們的資料會不會被盜用阿
"
11898,"我們的客戶資料、隱私這些會不會外洩阿
"
11901,"網訊如何確保資訊安全
"
11903,"你們要怎麼保證我們資料放在你們那裡是安全的
"
11905,"如果Chatbot回答錯誤造成損失，會有補償方案嗎？
"
11907,"如果因為你們機器人答錯造成損失，會不會賠償
"
11909,"假設因為機器人提供錯誤回答導致爭議，網訊會賠錢嗎
"
11911,"因為智能客服答錯引起的客訴，你們會負責嗎
"
11913,"萬一bot提供錯誤答案引起消費糾紛，貴公司的應對是?
"
11916,"機器人給出錯誤訊息，你們要負責
"
11919,"Chatbot可以做為個人健康顧問嗎？
"
11922,"機器人可以提供個人健康方面的服務嗎
"
11923,"chatbot有健康管理顧問之類的功能嗎
"
11925,"智能客服可以做到個人健康諮詢服務嗎
"
11927,"chatbot 有沒有能針對個人提供個性化的健康諮詢建議
"
11929,"flowchat是否具備能提供個人健康管理的功能模組
"
11931,"可以串接蝦皮等電商平台嗎？
"
11933,"可以串電商嗎?
"
11935,"請問可以跟露天拍賣串嗎
"
11938,"蝦皮的聊聊可以串機器人嗎
"
11941,"我們目前使用蝦皮，想詢問你們是否有提供蝦皮聊聊功能串機器人
"
11944,"電商的私訊功能能不能跟你們的chatbot串接
"
11947,"可以串接Teams、Outlook等平台服務嗎？
"
11949,"請問flowchat可以跟outlook串嗎?
"
11952,"你們的FLOW CHAT可以串微軟嗎
"
11955,"公司有在使用TEAMS，也可以串機器人嗎
"
11958,"TEAMS可以跟你們家CHATBOT串接嗎?
"
11961,"我想要串OUTLOOK
"
11964,"有客製化方案嗎？
"
11966,"可以客製嗎
"
11968,"有提供克制功能服務嗎
"
11971,"需要諮詢客製方案
"
11973,"客製解決方案有沒有
"
11975,"解決方案可不可以依據我們需求客製
"
11977,"如何判斷會員身份？
"
11979,"請問是怎麼判斷會員的
"
11981,"會員身份如何識別
"
11983,"如何辨識會員的資格
"
11985,"機器人怎麼判斷會員
"
11988,"機器人是怎麼辨識出會員的
"
11991,"哪些模組可以使用貼標功能？
"
11993,"每個模組都可以用貼標嗎
"
11996,"貼標功能是在哪個模組可以用
"
11997,"智能中心也有貼標功能嗎
"
12000,"全部的模組都可以貼標嗎
"
12003,"哪個功能可以用貼標
"
12006,"標籤是如何產生的？
"
12008,"標籤是哪裡來的
"
12012,"你們系統是會自動歸納會員屬性以後生成標籤嗎
"
12013,"標籤都是要手動建嗎
"
12015,"這些標籤是要人工貼還是自動的
"
12017,"標籤生成方式
"
12019,"可以辨識Line 貼圖嗎？
"
12021,"貼圖可以判斷嗎
"
12023,"機器人看得懂LINE圖嗎
"
12026,"LINE貼圖你們有辦法辨識嗎
"
12028,"請問機器人可以讀懂LINE貼圖嗎
"
12031,"LINE圖辨識能力
"
12033,"可以做AB test比較新舊兩版Chatbot嗎？
"
12035,"機器人有ABTEST嗎
"
12038,"想要做智能客服ABTEST
"
12041,"可以做兩版機器人比較後再決定用哪一版嗎
"
12046,"機器人FAQ也可以弄AB TEST嗎
"
12047,"智能客服也可以做新舊版測試嗎
"
12050,"有提供海外的客服委外服務嗎？
"
12053,"請問有提供柬埔寨的客服外包嗎
"
12058,"我司在越南有業務，希望找越南客服外包
"
12059,"請問你們只做台灣的客服外包嗎
"
12062,"請問是否提供歐洲的客服委外服務
"
12065,"我司在海外各地有業務，想找能服務全球的客服中心
"
12068,"客服委外服務介紹？
"
12071,"請問你們的客服外包是怎麼樣的內容
"
12074,"想瞭解網訊客服外包
"
12077,"你們有客服外包嗎
"
12080,"我們有5席客服需求，請問你們可以承接嗎
"
12083,"我們有客服外撥需求，希望找短期合作
"
12088,"請問你們有缺人嗎
"
12091,"我對貴司的職缺很有興趣，請問是直接投履歷嗎
"
12094,"您好，已經在今日投遞個人履歷，希望有幸進入貴公司，謝謝
"
12097,"請問你們現在有哪些職缺
"
12101,"請問這個職缺還在嗎?
"
12107,"網訊是怎麼樣的公司
"
12112,"網訊成立多久了
"
12117,"網訊是台灣本土的企業嗎
"
12120,"可以介紹一下貴司嗎
"
12125,"網訊是幹嘛的
"
12137,"我要申請訂閱
"
12144,"請問要怎麼訂閱方案
"
12147,"您好，想瞭解訂閱方式
"
12154,"訂閱怎麼定？
"
12157,"可以教我怎麼訂閱嗎
"
12160,"如何變更訂閱方案？
"
12162,"我要換訂閱方案
"
12164,"我想升級方案
"
12167,"請問方案可以降級嗎
"
12170,"不好意思，因為公司業務縮編，想要調整訂閱的方案
"
12173,"我有訂閱，可以換方案嗎
"
12175,"多久可以收到發票？
"
12178,"想問一下發票是啥時可以收到
"
12181,"發票要報帳欸哪時才要給我
"
12184,"怎麼還沒拿到發票
"
12187,"發票寄去哪了還沒收到
"
12190,"刷卡了發票幾時給
"
12193,"付款方式有哪些？
"
12197,"怎麼付款
"
12201,"可以用匯款的嗎
"
12204,"請問可以用支票付嗎
"
12207,"不好意思，我們沒有公司信用卡，請問還有其他的付款方式嗎
"
12210,"請問可以用ＡＴＭ轉帳嗎
"
12213,"被重複扣款如何處理？
"
12215,"重複扣款了怎麼辦
"
12217,"收到帳單發現被多刷一筆
"
12220,"已經付款了為什麼又再扣
"
12223,"重覆扣款了麻煩刷退
"
12225,"多扣一筆帳請協助處理
"
12227,"如何取消訂閱？
"
12229,"我要取消訂閱
"
12231,"不好意思，請問訂閱可以退嗎
"
12234,"要怎麼退訂
"
12236,"沒有使用需求了需要取消訂閱，謝謝
"
12238,"訂閱可以取消嗎
"
12240,"超過付款期限如何補繳？
"
12243,"抱歉我忘記繳款了要怎麼辦
"
12246,"不小心逾期了可以補繳嗎
"
12249,"超過繳款時間了還可以繳嗎
"
12252,"請問逾期款項怎麼補刷
"
12255,"我要補刷逾期帳款
"
12259,"首期訂閱費用計算方式？
"
12260,"第一個月的訂閱費是怎麼算
"
12262,"請問第一期訂閱價格算法
"
12264,"首期未滿一個月的話是依比例收費嗎
"
12266,"第一期帳單計價方式
"
12269,"首月不足月的費用是多少
"
12271,"刷卡失敗怎麼辦？
"
12273,"扣款失敗欸
"
12277,"收到銀行通知這筆沒有刷過
"
12278,"卡刷不過??
"
12280,"請問付款失敗如何處理
"
12282,"請問付款沒有成功要怎麼解決
"
12284,"有平台操作教學嗎？
"
12288,"請問有沒有教學手冊
"
12291,"可以提供平台教學嗎
"
12295,"有操作手冊嗎
"
12299,"不太懂怎麼使用，請問有線上教學或操作說明嗎
"
12302,"給我操作手冊
"
12306,"網訊企業文化及價值
"
12311,"介紹一下你們的文化精神吧
"
12314,"請問網訊的企業文化
"
12319,"貴司的企業價值
"
12329,"網訊精神
"
12334,"如何聯繫洽談合作？
"
12336,"您好，請問商業合作要聯繫哪位窗口
"
12339,"想跟貴司洽談合作
"
12341,"您好，我們想跟貴司進行商業結盟
"
12344,"您好，我是台大學生會會長，希望邀請貴司參與我們的活動，並請不吝贊助，謝謝
"
12347,"希望有機會與網訊進行聯盟合作
"
12349,"行銷群發有幾種篩選條件？
"
12353,"請問群發功能可以篩那些條件
"
12357,"請問群發可以篩選出特定標籤的人嗎
"
12361,"請問你們的行銷群發模組現在可以篩哪些條件進行
"
12365,"群發功能可以篩選出今天生日的會員嗎
"
12368,"請問行銷群發提供多少篩選條件
"
12372,"網訊提供什麼服務／產品？
"
12374,"你們家是賣什麼的
"
12376,"請問貴司主要提供的服務是啥
"
12378,"你們有提供什麼類型的服務
"
12380,"你們有那些產品
"
12382,"請問貴公司的產品有什麼
"
12384,"網訊在哪些地方有服務據點？
"
12386,"你們只有台北有營運中心嗎
"
12389,"請問高雄有辦公室嗎
"
12392,"請問你們call center在哪裡
"
12395,"網訊在北美有服務據點嗎
"
12397,"請問你們在大陸有運營嗎
"
12400,"網訊解決方案介紹
"
12402,"想瞭解你們有那些解決方案
"
12404,"請問解決方案有哪些
"
12406,"可以大致介紹你們的方案嗎
"
12408,"想知道貴司目前解決方案內容
"
12411,"solution有哪些
"
12414,"成功案例介紹
"
12417,"想知道你們服務過哪些品牌
"
12420,"請問你們品牌服務經驗
"
12423,"有服務過哪些知名企業嗎
"
12426,"請問成功案例在哪裡看
"
12429,"有成功案例嗎
"
12432,"如何串接API應用？
"
12435,"可以串API嗎
"
12438,"我們有自己的會員系統，可以跟你們串嗎
"
12440,"有提供API嗎
"
12443,"有沒有開放API串接
"
12448,"請問支援API對接嗎
"
12449,"如何索取解決方案簡介？
"
12451,"可以給我你們方案的DM嗎
"
12454,"可以給我解決方案簡報嗎
"
12456,"請問有解決方案的資料能先給我參考嗎
"
12458,"我想要你們的方案PPT或PDF檔案先看一下
"
12461,"索取解決方案文件
"
12463,"如何索取解決方案報價？
"
12465,"可以先報給我大概的價格嗎
"
12468,"請問解決方案有沒有大致的價格
"
12470,"請問你們解決方案價格範圍大概在哪
"
12472,"請先提供方案報價以便我向主管報告
"
12475,"我對你們的方案有興趣，想瞭解報價
"
12478,"平台會固定更新功能嗎？
"
12480,"你們會有定期更新功能嗎
"
12482,"你們會定期推出新功能嗎
"
12484,"如果用你們的平台，功能也會有迭代更新嗎
"
12486,"請問系統會不會定時更新
"
12489,"請問平台會不會持續推出新功能啊?
"
12491,"網訊產品資安規範說明
"
12493,"你們的資安防護政策是怎樣
"
12497,"網訊針對資訊安全有相關規範嗎
"
12498,"你們的資安有通過認證嗎
"
12501,"想知道貴公司的資訊安全政策是否符合規範
"
12504,"貴司產品的資安說明
"
12506,"網訊六大中心特色
"
12509,"請問6大中心是甚麼
"
12512,"各中心有甚麼特色
"
12515,"請問6大中心是哪6大
"
12518,"六大中心分別有什麼亮點
"
12521,"各中心亮點介紹
"
12523,"會員中心特色
"
12525,"會員中心優勢
"
12527,"會員中心有什麼厲害的嗎
"
12530,"會員中心有什麼特色
"
12532,"請介紹會員中心特色
"
12534,"會員中心特別之處?
"
12536,"智能中心特色
"
12538,"智能客服優勢
"
12541,"智能中心有什麼厲害的嗎
"
12544,"智能客服有什麼特色
"
12547,"請介紹智能機器人特色
"
12550,"智能中心特別之處?
"
12552,"行銷中心特色
"
12554,"行銷中心優勢
"
12558,"行銷中心有什麼厲害的嗎
"
12559,"行銷中心有什麼特色
"
12561,"請介紹行銷中心特色
"
12563,"行銷中心特別之處?
"
12565,"溝通中心特色
"
12568,"溝通中心優勢
"
12571,"溝通中心有什麼厲害的嗎
"
12572,"溝通中心有什麼特色
"
12574,"請介紹溝通中心特色
"
12576,"溝通中心特別之處?
"
12578,"電商中心特色
"
12582,"你們電商的優勢
"
12583,"使用貴司電商有什麼好處
"
12586,"請介紹電商中心特色
"
12588,"電商中心特別之處?
"
12590,"數據中心特色
"
12592,"數據中心優勢
"
12594,"數據中心有什麼厲害的嗎
"
12597,"數據中心有什麼特色
"
12599,"請介紹數據中心特色
"
12601,"數據中心特別之處?
"
12603,"Chatbot支援哪些社群軟體？
"
12607,"機器人可以串那些渠道
"
12610,"機器人可以串ig嗎
"
12613,"我們目前希望在fb、line及ig上串接機器人
"
12616,"請問微信目前可以串BOT嗎
"
12619,"請問你們有支援哪些渠道
"
12622,"Chatbot有支援多語系嗎？
"
12627,"有提供英文版機器人嗎
"
12630,"請問有越南語的智能客服嗎
"
12633,"我們官網需要服務外國客戶，請問你們的智能支援外語嗎?
"
12636,"多國語言的chatbot服務有沒有?
"
12639,"請問目前你們支援哪些語言
"
12642,"Chatbot使用的技術有哪些？
"
12646,"請問你們AI技術是哪一種
"
12649,"請問你們是使用chatgpt嗎
"
12654,"請問你們家也是生成式的機器人嗎
"
12655,"想瞭解網訊是使用google的技術嗎
"
12658,"請問你們是用GPT還是關鍵字機器人
"
12661,"什麼是智能訓練師？
"
12664,"智能訓練師是什模阿
"
12667,"智能訓練師服務的意思是?
"
12670,"你們可以有人幫我們訓練機器人嗎
"
12673,"請問網訊會提供智能客服知識訓練服務嗎
"
12678,"沒聽過智能訓練師耶，那是甚麼
"
12679,"貼標功能可以做什麼？
"
12682,"貼標是幹嘛的?
"
12684,"我可以運用貼標來做甚麼嗎
"
12687,"請問可以針對特定族群上標籤嗎
"
12692,"已經幫會員貼標了，然後呢
"
12693,"請問貼標這個功能主要是做什麼的
"
12696,"有哪些行銷遊戲／兌禮方式？
"
12699,"你們的行銷模組有什麼小遊戲可以玩
"
12702,"行銷遊戲有哪些
"
12705,"請問你們有類似刮刮樂或輪盤的行銷遊戲嗎
"
12710,"請問小遊戲中獎以後要怎麼兌換
"
12711,"請問小遊戲的禮物是實體還是虛擬的(像點數)
"
12714,"什麼是快捷回覆？
"
12717,"請問快捷回復是甚麼
"
12720,"想知道快捷回覆的意思
"
12723,"有沒有那種預設的訊息讓我的客服可以直接點選推給客人
"
12726,"介紹一下快捷回覆
"
12729,"想詢問溝通中心的快捷回覆是什麽
"
12732,"網訊獲得的認證／獎項
"
12735,"貴司有什麼服務獎項或認證嗎
"
12738,"請問網訊有拿到甚麼認證嗎
"
12741,"請問貴公司有獲得哪方面的認證
"
12744,"想瞭解貴司是否有取得相關認證
"
12747,"你們有獲得甚麼獎項還是認可嗎
"
12750,"網訊發展歷程／里程碑
"
12754,"貴司發展歷史
"
12758,"請問貴司成立幾年了
"
12761,"網訊是新創公司嗎
"
12766,"網訊里程杯
"
12767,"想瞭解貴司的企業發展史
"
12771,"什麼是雲端租賃模式？
"
12774,"雲端租賃是甚麼意思
"
12777,"想知道雲端租賃的意思
"
12780,"雲端租任模式是什麼意思
"
12783,"雲端租賃介紹
"
12786,"雲端租賃有什麼好處
"
12789,"SSO支援哪些登入方式？
"
12793,"SSO可以怎麼登入
"
12799,"請問你們SSO有支援哪幾種
"
12800,"SSO有包含google登入嗎
"
12803,"請問提供幾種單一登入模式
"
12807,"SSO登入支援多少種
"
12811,"網訊平台可以支援品牌的會員制度嗎？
"
12815,"我們有自己的會制了還可以導入貴司的會員中心嗎
"
12818,"請問會員中心要怎麼跟我們的會籍制度結合
"
12821,"有辦法支援我們家的會制嗎
"
12824,"有辦法滿足我司的多層次會員制嗎
"
12827,"請問貴司的會員中心能符合我司的會籍制度嗎
"
12830,"溝通中心可以同時使用顧問與客服功能嗎？
"
12834,"請問你們溝通中心的顧問和客服模組可以並存嗎
"
12838,"顧問和客服有辦法同時用嗎
"
12842,"顧問模組跟客服模組是可以兩個都用嗎
"
12846,"請問有限制顧問和客服只能擇一使用嗎
"
12850,"克服功能和顧問功能有限制2選1嗎
"
12853,"如何申請LINE官方帳號？
"
12857,"請問怎麼申辦line帳
"
12861,"我沒有line官方帳號耶，要去哪裡申請
"
12865,"請問line@帳號如何申辦
"
12869,"我要去哪邊註冊line帳號
"
12873,"請問line的官方帳號是請你們辦嗎
"
12882,"Messaging API在哪?
"
12887,"line的Messaging API找不到欸
"
12890,"我要怎麼查Messaging API
"
12895,"請問Messaging API在哪邊看
"
12900,"line Messaging API設定是從哪邊進去
"
12907,"LINE Login設定在哪?
"
12911,"line的LINE Login我找不到欸
"
12915,"想問要怎麼查LINE Login
"
12919,"請問LINE Login在哪邊看
"
12923,"line LINE Login設定是從哪邊進去
"
12927,"試用可以串接哪些渠道？
"
12929,"請問申請試用的渠道有哪些
"
12933,"請問試用方案可以試用哪些渠道
"
12935,"試用可以用WEB嗎
"
12938,"請問試用一定要串LINE嗎
"
12941,"想問試用方案現在可以試哪些渠道
"
12943,"一個Chatbot可以同時串接多個LINE官方帳號嗎？
"
12945,"我可以同時串多個LINE嗎
"
12948,"請問機器人可以串幾個LINE
"
12951,"請問智能客服最多一次接多少官方帳號
"
12954,"請問我有很多個LINE，可以串同一隻bot嗎
"
12957,"一個智能機器人有辦法串2個LINE嗎
"
12959,"為什麼專員沒有收到客戶進線訊息？
"
12963,"您好，我在試用溝通中心，想問為什麼都沒有收到客人進線的訊息
"
12967,"您好，我在測試溝通中心，想問為什麼我都沒有客人收到發送的訊息
"
12970,"請問專員怎麼都沒收到進線訊息
"
12974,"專員看不到客人傳來的訊息
"
12977,"我在試用，發現專員怎麼都看不到客人的訊息阿
"
12980,"試用期間可以直接訂閱啟用正式服務嗎？
"
12983,"試用還沒結束，想直接訂閱可以嗎
"
12986,"試用到一半可以直接轉正式訂閱嗎
"
12989,"請問我試用期還沒結束，能直接下訂嗎
"
12992,"試用中能不能直接訂閱阿
"
12995,"請問還在試用中，想直接訂閱的話要怎麼訂
"
12998,"沒有收到服務啟用通知信怎麼辦？
"
13001,"沒有收到啟用信欸
"
13004,"不好意思，我沒有收到試用的啟動信件
"
13007,"你好，我剛剛有註冊了，但是沒有收到服務啟用通知信，請問要怎麼辦
"
13010,"已經註冊了阿等很久沒有收到通知啟用mail
"
13013,"請問啟用信大概等多久?到現在還沒收到
"
13016,"沒有收到簡訊驗證碼怎麼辦？
"
13019,"沒收到簡訊哦
"
13022,"沒收到驗證碼
"
13025,"簡訊驗證沒有收到
"
13028,"沒看到驗證簡訊
"
13031,"請問驗證短信還沒收到怎麼辦
"
13034,"正式訂閱後可以更換LINE官方帳號嗎？
"
13036,"訂閱以後可以換LINE帳號嗎
"
13038,"請問訂閱跟試用一定要同一個LINE帳號嗎
"
13041,"用測試帳號試用的，之後訂閱的話要怎麼切換為正式的官方帳號
"
13044,"請問未來訂閱的話，LINE帳號是可以改的嗎
"
13046,"想問正式訂閱後還能換官方帳號嗎?
"
13048,"如何登入試用站台？
"
13052,"請問怎麼登入試用站
"
13056,"站台要從哪邊登入
"
13059,"剛剛註冊了，請問怎麼登入試用
"
13063,"註冊完成了然後呢怎麼登入
"
13068,"請問要去哪裡登入平台
"
13072,"請問我們的LINE已經串漸強了，這樣還可以試用嗎
"
13077,"webhook已經有設定住了，還可以再串試用嗎
"
13078,"請問LINE帳號已經設定其他廠商的資料，這樣還能試用你們家的系統嗎
"
13081,"webhook已經有串其他廠商，要怎麼再串你們家試用
"
13084,"請問web hooK有設定了，如何再串你們的試用
"
13087,"第三方夥伴聯盟包含哪些服務？
"
13090,"第三方聯盟有提供哪些服務
"
13093,"請問第三方夥伴聯盟服務是甚麼
"
13096,"請問夥伴聯盟提供甚麼服務
"
13099,"請問你們第三方也有包物流跟金流嗎
"
13102,"第三方聯盟夥伴服務有哪些
"
13105,"電商中心支援哪些付款方式？
"
13109,"請問你們的電商可以怎麼付款
"
13112,"請問網訊的電商中心有LINE PAY嗎
"
13115,"網訊電商支援行動支付嗎
"
13118,"請問貴司的電商服務有幾種付款選項
"
13121,"請問電商中心提供消費者哪些付款選擇
"
13125,"如何聯絡專人？
"
13128,"我要找專人
"
13131,"請問有專人可以跟我聯絡嗎
"
13134,"可以麻煩你們打給我嗎
"
13137,"請顧問連絡我，謝謝
"
13140,"請幫我轉線上顧問，謝謝
"
13143,"如何申請試用？
"
13147,"請問要怎麼試用啊?
"
13151,"試用是直接申請就可以嗎
"
13155,"請問試用要在哪邊點
"
13159,"你好，請問要怎麼試用智能客服
"
13162,"我要申請免費試用
"
13166,"有語音機器人嗎？
"
13169,"請問你們有voice bot解決方案嗎
"
13172,"請問有語音訂購機器人嗎
"
13175,"您好，我們是餐廳，想了解貴司是否有語音訂位的機器人
"
13178,"我想找語音訂購解決方案
"
13181,"請問有語音型機器人的功能模組嗎
"
13189,"網訊跟其他平台的差別是什麼？
"
13190,"你們跟漸強差在哪
"
13196,"請問你們跟漸強比有什麼優勢嗎
"
13199,"想瞭解網訊跟競業有甚麼不同
"
13205,"請問你們跟OMNICHAT比差在甚麼地方
"
13208,"我司近期在選商，想先了解貴司與漸強、gosu的服務有甚麼不同，以及特色是甚麼
"
13211,"Chatbot與其他機器人的差別是什麼？
"
13216,"你們的智能客服跟競業比有什麼不一樣嗎
"
13219,"請問你們的機器人跟OMNICHAT的機器人差在哪
"
13222,"請問網訊的CHATBOT跟漸強的有什麼不一樣嗎
"
13227,"請問網訊的機器人跟其他家的比有什麼優勢嗎
"
13230,"請問你們的智能機器人跟gosu的有甚麼分別
"
13235,"Chatbot可以做到報修／保固等功能嗎？
"
13237,"請問機器人可以做到類似報修工單的功能嗎
"
13239,"請問智能客服可以幫客人報修嗎
"
13241,"我想在line上面用機器人協助客人註冊保固，有辦法嗎
"
13244,"請問FLOWCHAT可以讓客人在上面報修嗎
"
13246,"我想用FLOWCHAT來讓客人在line裡面直接註冊保固可以嗎
"
13250,"轉接專人服務後可以再轉回智能客服嗎？
"
13251,"請問轉接專人以後，還能再回到機器人嗎
"
13253,"請問轉客服服務之後要怎麼在轉回智能
"
13255,"轉接到真人之後還能再轉到機器人嗎
"
13257,"請問轉專人以後要怎麼回智能客服阿
"
13259,"我想要從專人服務再切回智能要怎麼弄
"
13262,"建置Chatbot需要多久？
"
13267,"請問建一隻機器人大概要花多久時間阿
"
13272,"你們家一隻CHATBOT從頭開始做的話要幾天
"
13275,"請問機器人建好大概要多久
"
13280,"真的只要30秒就可以建好一隻chatbot嗎
"
13285,"建智能機器人會不會很花時間阿
"
13288,測試完畢-Jo
13294,今天的日期？
13314,20240320--01
13319,0320
13322,--02
13325,反問
13333,導反
13336,導反問
13339,試引
13342,試引導
13345,測試引導反問
13353,如何訂閱
13362,你們有什麼產品
13364,你們的 chatbot 跟其他家有什麼差別
13369,你們跟 chatgpt 的差別是?
13374,費用是多少
13384,我要如何進行試用
13394,有真人嗎?
13407,企業文化
13464,免費試用?
13468,請問你們跟漸強差在哪啊?
13476,有越南語的智能客服嗎
13479,Chatbot有支援多語系嗎？
13486,有多語機器人
13493,你們的機器人跟GOSU差在哪
13501,支援渠道
13506,機器人可以串哪些渠道
13508,可以串ＩＧ嗎
13511,可以串IG嗎
13514,機器人可以串IG嗎
13517,Chatbot支援哪些社群軟體？
13541,AI技術是用什麼
13544,機器人AI技術是用什麼
13548,機器人ＡＩ技術是用什麼
13555,Do you accept credit card?
13558,Whats the payment method?
13593,有多國語言嗎
13600,如果我想導入影片來回答問題，可行嗎
13602,以影片回答問題？
13612,how are you doing
13623,有交往對象嗎
13628,是用哪套LLM模型
13631,品牌推出新活動或產品，需要自己訓練LLM嗎？
13633,你們是用chatgpt嗎
13636,Chatbot 使用的技術有哪些？
13641,8
13644,我們的
13646,😍
13668,怎麼轉接
13673,你好我帳號就進不去了你們還鎖
13675,賴帳號
13677,LlNE
13679,白吃有夠爛
13683,你知道我是誰嗎
13690,文字客服如何與AI整合
13698,搞屁啊
13704,我就沒在智能不然你想怎樣
13712,專員
13715,轉接!!!
13723,煩死了能不能讓機器人滾
13732,煩死了我要找你們主管
13751,我很急
13759,受不了了
13768,line botㄎㄞ
13771,line bot開發了解
13782,麻煩直接寄到工廠
13816,如何訂閱MOD
13818,如何申請OTT會員
13824,"百貨零售
"
13827,"健康保健
"
13830,"家電3C
"
13833,"消費電商
"
13836,"數位平台
"
13839,"移動旅遊
"
13849,"不是
"
13859,開始測試
13941,智能客服可以做到個人健康諮詢服務嗎
14382,54吋風扇
14383,公司有什麼服務
14384,有什麼產品
14389,有負壓風扇嗎？
14395,有負壓扇嗎？
14396,看場
14399,維修
14400,跟我聯繫
14407,知道
14408,
14409,請問你們有什麼服務
14411,負壓風扇
14416,你能做什麼呢
14423,你是不是不懂我的問題
14433,你能幹嘛
14438,ㄑㄧㄥ
14439,ㄨㄛ
14442,我的帳號登入不了
14449,你们是做什么的
14478,租賃方案
14481,什麼是雲端租賃模式？
14524,吸塵器壞了可以修嗎？
14552,機器人答案可以放影片嗎
14555,Chatbot的答案訊息有哪些種類？
14561,官方LINE@
14564,官方LINE@ＡＩ回副幾氣人
14566,LINE@ㄎㄜ
14568,LINE@客服機器人
14575,抗UV有哪些地方可以用
14578,抗UV面板是否會影響其他功能
14580,抗UV面板的規格?
14582,抗 UV 投射式電容觸控面板的規格
14584,抗UV面板規格
14590,抗UV面板可以用在哪裡?
14592,抗UV面板有防水嗎
14593,抗UV面板的規格
14595,抗UV面板可以用在哪裡
14597,抗UV面板是否會影響到其他功能嗎?
14602,還有其他行業運用嗎?
14631,忘記密碼
14632,超過付款期限如何補繳？
14636,JO 測試
14711,價格
14720,如何索取解決方案報價？
14817,"電商中心有什麼厲害的嗎
"
15929,can i ask any question?
15932,什麼都能問嗎？
15936,i want to  choose the talking ai as gpt
15938,新北市預約巨大垃圾車專線
15940,"tonii, I work for government,"
15974,試用方案介紹
16227,"i puasa, im hungry"
16399,"請問我有很多個LINE，可以串同一隻bot嗎
**"
16432,"試用中能不能直接訂閱阿
**"
16672,Salam Sejahtera
16676,喝水也会胖怎么办
16681,我喝水也会胖
16685,糖尿病会好吗
16688,nmn是什么
16690,我要差评
16696,"如果我想導入影片來回答問題，可行嗎
"
16699,"以影片回答問題？
"
16702,"有多國語言嗎
"
16705,"可以串ＩＧ嗎
"
16708,"可以串IG嗎
"
16711,可以串API嗎
16714,"機器人可以串哪些渠道
"
16719,智能客服的功能有那些？
16728,Chatbot可以做到報修／保固等功能嗎？
16729,chatbot的功能有那些？
16731,"立即免費體驗強大的 AI 智能客服
"
16737,方案報價
16745,"還有其他行業運用嗎?
"
16746,"LINE@客服機器人
"
16748,"你是不是不懂我的問題
"
16750,"是用哪套LLM模型
"
16755,"你們是用chatgpt嗎
"
16770,"費用是多少
"
16779,"""您好，我司有AI客服需求，請與我聯絡。
公司：崇越科技股份有限公司
姓名：王暉鈞
電話：02-8797-8020 ext. 2332
Email：brian.wang@topco-global.com""
"
16793,我講話
16796,轉接人工
16798,你好我要做產品了解
16804,test
16809,i am doing testing
16812,问候
16816,what is your name?
16819,can you speak English?
16850,OOXOOX
16854,請問我剛懷孕，建議吃什麼?
16857,请问我刚怀孕，适合吃些什么?
16866,了解了，谢谢
16874,我想了解功能
16883,怎么样吃瘦最快?
16886,我想快速减重
16889,请问有可以快速减重的方法吗?
16892,还有其他答案吗?
16895,我想要找真人
16897,我要转接人工客服
16902,ㄧㄡ
16904,有遇到ㄐㄧ
16906,有遇到機器人操作的問題可否協助處理呢
16909,ㄒㄧㄤ
16912,想要做產品諮詢
16915,溝通中心可以同時使用顧問與客服功能嗎？
16922,Hu
16929,有人再嗎?
16933,我想發問
16936,我有問題
16943,可以問營養相關的問題嗎?
16947,啊啊啊
16959,我忘記密碼
16961,為什麼要加入會員
16963,ㄨㄤ
16975,轉接克服
16978,如何聯絡專人？
16985,想了解ERP產品
16986,想了解erpㄔㄢ
16987,想了解erp產品
16988,erp
16995,我想了解產品
16998,ERP
17001,公司產品介紹
17003,ㄒㄩㄢ
17004,選項
17012,ㄔㄢ
17014,產品
17017,你好我想了解進銷存、會計相關需求
17022,erpㄒㄧㄤ
17032,智能娜娜
17037,ERP管理
17039,你說甚麼
17043,A1
17047,请问我刚怀孕，适合吃什么?
17052,请问我刚怀孕，适合吃什么营养品?
17057,请问我刚怀孕，适合吃什么保健食品?
17058,"请问我刚怀孕，适合吃什么保健食品?
"
17064,孕期是否该避免食用像是生鱼片、生菜、泡菜等生食？
17067,還有其他不能吃的嗎?
17073,想評估系統 
17078,"1想評估系統
2有ERP建置需求
3想了解進銷存、會計"
17082,erpㄉㄜ
17084,erp的建置
17086,ERP建置需求
17090,ㄒㄧㄣ
17092,新客
17094,ㄆㄧㄥ
17096,評估
17100,ㄏㄧㄣ
17106,系統出現狀況
17108,幾點到
17114,基點
17117,點幾
17123,什麼時候到
17128,啥時到
17129,啥時
17132,到
17144,我有建置需求
17155,孕婦還有什麼不能吃的嗎?
17161,了解了，謝謝
17163,请问我刚怀孕，适合吃什么營養品?
17166,孕期還有哪些食物不能吃?
17221,如何减肥
17228,"請問聊天機器人部分可以連接的平台有哪些?

Line/FB/IG/Tiktok/youtube/Google商店這些有嗎?"
17233,我想諮詢產品
17240,有語音Chatbot 嗎？
17247,可以將後台設定值全設定好後，在開始計費嗎?
17254,"
費用與其他家有甚麼差別"
17257,網訊跟其他平台的差別是什麼？
17265,尋找顧問
17275,我想轉真人
17277,客服專員
